 female married nevermar wkswork wsal age hsdeg somecol colldeg msdoc hrswkd nonwht hispanic stateid
 1 0 1 52 40000 54 0 0 1 0 40 0 0 31
 0 0 0 52 80000 46 0 0 1 0 40 0 0 31
 1 0 1 52 69001 63 0 0 0 1 40 0 0 31
 0 0 0 52 14000 44 0 0 0 0 35 0 1 31
 1 1 0 52 73000 51 0 1 0 0 55 0 0 31
 1 0 0 52 51000 61 0 1 0 0 40 0 0 31
 1 0 1 52 44000 28 0 0 1 0 40 0 0 31
 0 0 1 52 54000 29 0 0 1 0 52 0 1 31
 1 1 0 52 52000 50 0 0 1 0 50 0 0 31
 0 1 0 52 39000 59 1 0 0 0 40 0 0 31
 1 0 1 52 45000 32 0 1 0 0 40 0 0 31
 1 1 0 52 50000 37 0 0 0 1 75 0 0 31
 1 1 0 52 12000 37 0 0 0 0 40 0 1 31
 0 0 1 52 40000 26 0 1 0 0 36 0 1 31
 1 0 1 52 54000 45 1 0 0 0 40 0 0 31
 0 0 1 52 50000 45 0 0 1 0 40 0 0 31
 0 0 1 52 35000 45 1 0 0 0 40 0 0 31
 1 0 0 52 20000 60 1 0 0 0 40 0 0 31
 0 1 0 52 37000 53 0 0 1 0 45 0 0 31
 1 1 0 52 50000 51 0 0 1 0 60 0 0 31
 1 0 1 52 33000 40 0 0 1 0 40 0 0 31
 0 0 0 52 50000 54 0 0 1 0 40 0 0 31
 0 1 0 52 140000 34 0 0 1 0 40 0 0 31
 1 1 0 52 40000 34 0 0 0 1 40 0 0 31
 0 1 0 52 90000 57 0 0 0 1 55 0 0 31
 0 1 0 52 210000 51 0 1 0 0 60 0 0 31
 0 0 1 52 38000 27 0 0 1 0 47 0 0 31
 1 1 0 52 42000 26 0 1 0 0 40 0 0 31
 1 1 0 52 24000 42 1 0 0 0 40 1 0 31
 1 1 0 52 40000 64 1 0 0 0 40 0 0 31
 0 0 0 52 75000 50 0 1 0 0 40 0 0 31
 1 1 0 52 45000 33 0 0 0 1 40 0 0 31
 0 1 0 52 45000 33 0 0 0 1 45 0 0 31
 0 1 0 52 40000 53 0 1 0 0 50 0 0 31
 1 1 0 52 40000 53 1 0 0 0 40 0 0 31
 0 0 0 52 50000 31 0 0 1 0 40 0 0 31
 1 1 0 52 52000 58 0 1 0 0 40 0 0 31
 1 1 0 52 29000 39 0 1 0 0 40 0 0 31
 0 1 0 52 92000 38 1 0 0 0 50 0 0 31
 1 0 1 52 15000 31 1 0 0 0 55 0 0 31
 0 0 1 52 60000 47 0 1 0 0 50 0 0 31
 0 1 0 52 50000 37 0 0 1 0 48 0 0 31
 1 1 0 52 40000 37 0 0 1 0 40 0 1 31
 0 1 0 52 126000 38 0 0 1 0 50 0 0 31
 1 1 0 52 52000 29 0 0 1 0 56 0 0 31
 0 0 1 52 40000 29 0 0 1 0 40 0 0 31
 0 0 1 52 25000 39 0 0 0 0 40 0 0 31
 0 1 0 52 40000 51 0 1 0 0 40 0 0 31
 0 0 0 52 40000 41 0 1 0 0 40 0 0 31
 0 0 0 52 35000 32 0 1 0 0 55 1 0 31
 0 1 0 52 30000 41 0 0 0 0 40 0 1 31
 0 1 0 52 30000 32 1 0 0 0 40 0 1 31
 1 1 0 52 45000 29 0 0 1 0 40 0 0 31
 0 1 0 52 11000 60 1 0 0 0 50 0 0 31
 1 0 1 52 24000 24 0 0 1 0 60 0 0 31
 1 1 0 52 57970 50 0 0 0 1 52 0 0 31
 0 1 0 52 33410 52 0 0 0 1 52 0 0 31
 1 0 1 52 42000 34 0 1 0 0 40 0 0 31
 0 0 0 52 15000 44 0 1 0 0 50 0 0 31
 1 0 0 52 35000 54 1 0 0 0 60 0 0 31
 1 1 0 52 33000 42 0 0 0 1 40 1 0 31
 0 0 0 49 28000 62 1 0 0 0 40 0 0 31
 0 1 0 52 200000 53 0 1 0 0 50 0 0 31
 0 1 0 52 200000 58 1 0 0 0 40 0 0 31
 1 1 0 52 34000 57 1 0 0 0 40 0 0 31
 1 0 1 52 62000 46 0 0 0 1 40 0 0 31
 1 0 1 52 33301 25 0 1 0 0 40 0 0 31
